cell_id_dna	ptime	ptime2
321	AS-604761-LR-56221_AS-621512-LR-56645	1.57171350445248	1.58642655279995
322	AS-604763-LR-56221_AS-621514-LR-56645	1.01215667330384	0.997711932781322
323	AS-604693-LR-56221_AS-621444-LR-56645	2.40350597021322	NA
324	AS-604765-LR-56221_AS-621516-LR-56645	3.20175115856807	NA
325	AS-604767-LR-56221_AS-621518-LR-56645	1.17434141710584	1.17293775537147
326	AS-604769-LR-56221_AS-621520-LR-56645	0.837875991571699	0.831050158577156
327	AS-604771-LR-56221_AS-621522-LR-56645	1.83716878757553	2.15218172503921
328	AS-604773-LR-56221_AS-621524-LR-56645	2.60587274612726	NA
329	AS-604775-LR-56221_AS-621526-LR-56645	2.16007859370281	NA
330	AS-604777-LR-56221_AS-621528-LR-56645	0.944943652560094	0.94746053248507
331	AS-604779-LR-56221_AS-621530-LR-56645	1.12736044532996	1.14714205474398
332	AS-604781-LR-56221_AS-621532-LR-56645	3.26020635823221	NA
333	AS-604785-LR-56221_AS-621536-LR-56645	0.886833579945621	0.883895674213931
334	AS-604787-LR-56221_AS-621538-LR-56645	0.887926112065162	0.881965061378379
335	AS-604789-LR-56221_AS-621540-LR-56645	2.60670518844518	NA
336	AS-604793-LR-56221_AS-621544-LR-56645	2.38289782191885	NA
337	AS-604807-LR-56221_AS-621558-LR-56645	2.69449019589109	NA
338	AS-604809-LR-56221_AS-621560-LR-56645	2.91370004183568	NA
339	AS-604811-LR-56221_AS-621562-LR-56645	0.767896924197627	0.764299795292238
340	AS-604813-LR-56221_AS-621564-LR-56645	0.967013646931574	0.965246388863998
341	AS-604815-LR-56221_AS-621566-LR-56645	0.857446624209095	0.853542646976208
342	AS-604817-LR-56221_AS-621568-LR-56645	1.49679765605637	1.53710123626408
343	AS-604819-LR-56221_AS-621570-LR-56645	2.69153649605058	NA
344	AS-604821-LR-56221_AS-621572-LR-56645	2.7550795253186	NA
345	AS-604823-LR-56221_AS-621574-LR-56645	0.889685120555955	0.88329146537045
346	AS-604825-LR-56221_AS-621576-LR-56645	1.48166776324769	1.50805798491994
347	AS-604827-LR-56221_AS-621578-LR-56645	1.37471241907875	1.34915218958892
348	AS-604829-LR-56221_AS-621580-LR-56645	3.14490582905992	NA
349	AS-604835-LR-56221_AS-621586-LR-56645	0.975420922570096	0.982157450477843
350	AS-604841-LR-56221_AS-621592-LR-56645	0.868363307091107	0.871520651763882
351	AS-604843-LR-56221_AS-621594-LR-56645	1.24825090844817	1.25905729498607
352	AS-604845-LR-56221_AS-621596-LR-56645	1.71547714093287	1.70165298888953
353	AS-604849-LR-56221_AS-621600-LR-56645	1.02356595118733	1.02597819881394
354	AS-604851-LR-56221_AS-621602-LR-56645	2.88221219863823	NA
355	AS-604855-LR-56221_AS-621606-LR-56645	NA	5.76386756601121
356	AS-604859-LR-56221_AS-621610-LR-56645	0.705424058064129	0.704248583012462
357	AS-604861-LR-56221_AS-621612-LR-56645	2.23964821086011	NA
358	AS-604867-LR-56221_AS-621618-LR-56645	2.22148562573303	NA
359	AS-604869-LR-56221_AS-621620-LR-56645	3.39859030299934	NA
360	AS-604871-LR-56221_AS-621622-LR-56645	2.45538819681803	NA
361	AS-604873-LR-56221_AS-621624-LR-56645	2.17886306473025	NA
362	AS-604875-LR-56221_AS-621626-LR-56645	2.57954073779046	NA
363	AS-604877-LR-56221_AS-621628-LR-56645	3.03732934607021	NA
364	AS-604701-LR-56221_AS-621452-LR-56645	2.95558382758428	NA
365	AS-604703-LR-56221_AS-621454-LR-56645	2.8530280803728	NA
366	AS-604705-LR-56221_AS-621456-LR-56645	2.85830178579156	NA
367	AS-604717-LR-56221_AS-621468-LR-56645	2.70456810573012	NA
368	AS-604721-LR-56221_AS-621472-LR-56645	2.82407831105393	NA
369	AS-604723-LR-56221_AS-621474-LR-56645	0.443040602842679	0.446406163787626
370	AS-604725-LR-56221_AS-621476-LR-56645	1.05470073532825	1.04526102415688
371	AS-604727-LR-56221_AS-621478-LR-56645	2.52789844060515	NA
372	AS-604729-LR-56221_AS-621480-LR-56645	1.64590866162885	1.66751603543936
373	AS-604930-LR-56234_AS-621679-LR-56669	2.98269174908707	NA
374	AS-604934-LR-56234_AS-621683-LR-56669	0.989087496059299	0.982757691364128
375	AS-604936-LR-56234_AS-621685-LR-56669	2.831978732057	NA
376	AS-604938-LR-56234_AS-621687-LR-56669	0.876168241469601	0.873730717784129
377	AS-604940-LR-56234_AS-621689-LR-56669	1.46283734928172	1.49539661352387
378	AS-604942-LR-56234_AS-621691-LR-56669	1.618766159656	1.62269924814948
